timestamp,image_path,true_label,pred_class,prob_minor,prob_moderate,prob_severe,confidence,damage_score
2026-06-21T12:53:12.900994+00:00,E:\Juputer_Training\car-damage-severity\data\test\minor\0001.JPEG,minor,minor,0.587804913520813,0.3773353397846222,0.034859780222177505,0.587804913520813,3.9
2026-06-21T12:53:13.638337+00:00,E:\Juputer_Training\car-damage-severity\data\test\minor\0002.JPEG,minor,moderate,0.09127089381217957,0.5050902962684631,0.4036388099193573,0.5050902962684631,6.6
2026-06-21T12:53:14.342337+00:00,E:\Juputer_Training\car-damage-severity\data\test\minor\0003.JPEG,minor,minor,0.7601988911628723,0.23592837154865265,0.003872700035572052,0.7601988911628723,3.2
2026-06-21T12:53:15.046535+00:00,E:\Juputer_Training\car-damage-severity\data\test\minor\0004.JPEG,minor,moderate,0.24364154040813446,0.4120142161846161,0.34434425830841064,0.4120142161846161,6.0
2026-06-21T12:53:15.781175+00:00,E:\Juputer_Training\car-damage-severity\data\test\minor\0005.JPEG,minor,moderate,0.3462595045566559,0.605792224407196,0.04794830083847046,0.605792224407196,4.6
2026-06-21T12:53:16.472442+00:00,E:\Juputer_Training\car-damage-severity\data\test\minor\0006.JPEG,minor,minor,0.7345946431159973,0.25638243556022644,0.009022901766002178,0.7345946431159973,3.3
2026-06-21T12:53:17.190919+00:00,E:\Juputer_Training\car-damage-severity\data\test\minor\0007.JPEG,minor,minor,0.6198089122772217,0.3732445240020752,0.006946580018848181,0.6198089122772217,3.7
2026-06-21T12:53:17.936032+00:00,E:\Juputer_Training\car-damage-severity\data\test\minor\0008.jpeg,minor,minor,0.803879976272583,0.19424410164356232,0.0018759957747533917,0.803879976272583,3.1
2026-06-21T12:53:18.660867+00:00,E:\Juputer_Training\car-damage-severity\data\test\minor\0009.jpeg,minor,minor,0.7949451804161072,0.20333237946033478,0.0017225440824404359,0.7949451804161072,3.1
2026-06-21T12:53:19.401080+00:00,E:\Juputer_Training\car-damage-severity\data\test\minor\0010.JPEG,minor,minor,0.7496393322944641,0.24835042655467987,0.0020102693233639,0.7496393322944641,3.3
2026-06-21T12:53:20.113197+00:00,E:\Juputer_Training\car-damage-severity\data\test\minor\0011.jpeg,minor,moderate,0.43109655380249023,0.5292664170265198,0.039636995643377304,0.5292664170265198,4.3
2026-06-21T12:53:20.802353+00:00,E:\Juputer_Training\car-damage-severity\data\test\minor\0012.JPEG,minor,minor,0.7391142249107361,0.25650718808174133,0.0043786452151834965,0.7391142249107361,3.3
2026-06-21T12:53:21.496378+00:00,E:\Juputer_Training\car-damage-severity\data\test\minor\0013.JPEG,minor,minor,0.6710173487663269,0.3000960648059845,0.028886616230010986,0.6710173487663269,3.6
2026-06-21T12:53:22.210336+00:00,E:\Juputer_Training\car-damage-severity\data\test\minor\0014.JPEG,minor,moderate,0.295558899641037,0.47386279702186584,0.23057834804058075,0.47386279702186584,5.4
2026-06-21T12:53:22.917463+00:00,E:\Juputer_Training\car-damage-severity\data\test\minor\0015.JPEG,minor,minor,0.7307538986206055,0.2640823423862457,0.005163780879229307,0.7307538986206055,3.3
2026-06-21T12:53:23.622585+00:00,E:\Juputer_Training\car-damage-severity\data\test\minor\0016.JPEG,minor,minor,0.6855096817016602,0.3027982711791992,0.011692109517753124,0.6855096817016602,3.5
2026-06-21T12:53:24.330959+00:00,E:\Juputer_Training\car-damage-severity\data\test\minor\0017.JPEG,minor,minor,0.34005752205848694,0.3218748867511749,0.33806756138801575,0.34005752205848694,5.7
2026-06-21T12:53:25.040851+00:00,E:\Juputer_Training\car-damage-severity\data\test\minor\0018.JPEG,minor,minor,0.5396867990493774,0.41613808274269104,0.04417512193322182,0.5396867990493774,4.0
2026-06-21T12:53:25.740276+00:00,E:\Juputer_Training\car-damage-severity\data\test\minor\0019.JPEG,minor,minor,0.7380130887031555,0.2579621970653534,0.004024669993668795,0.7380130887031555,3.3
2026-06-21T12:53:26.452594+00:00,E:\Juputer_Training\car-damage-severity\data\test\minor\0020.JPEG,minor,minor,0.4882827699184418,0.40898433327674866,0.10273285955190659,0.4882827699184418,4.4
2026-06-21T12:53:27.162772+00:00,E:\Juputer_Training\car-damage-severity\data\test\minor\0021.JPEG,minor,minor,0.6015536189079285,0.3058280944824219,0.09261825680732727,0.6015536189079285,4.0
2026-06-21T12:53:27.863858+00:00,E:\Juputer_Training\car-damage-severity\data\test\minor\0022.JPEG,minor,moderate,0.24819684028625488,0.6543171405792236,0.09748595207929611,0.6543171405792236,5.1
2026-06-21T12:53:28.572221+00:00,E:\Juputer_Training\car-damage-severity\data\test\minor\0023.JPEG,minor,minor,0.7953103184700012,0.19955261051654816,0.005137111525982618,0.7953103184700012,3.1
2026-06-21T12:53:29.279989+00:00,E:\Juputer_Training\car-damage-severity\data\test\minor\0024.JPEG,minor,minor,0.5333494544029236,0.445890337228775,0.020760172978043556,0.5333494544029236,4.0
2026-06-21T12:53:29.992112+00:00,E:\Juputer_Training\car-damage-severity\data\test\minor\0025.JPEG,minor,minor,0.714604377746582,0.275419682264328,0.00997594092041254,0.714604377746582,3.4
2026-06-21T12:53:30.702705+00:00,E:\Juputer_Training\car-damage-severity\data\test\minor\0026.JPEG,minor,minor,0.6847893595695496,0.2957901656627655,0.019420593976974487,0.6847893595695496,3.5
2026-06-21T12:53:31.436360+00:00,E:\Juputer_Training\car-damage-severity\data\test\minor\0027.jpeg,minor,minor,0.8628198504447937,0.1359625905752182,0.001217600773088634,0.8628198504447937,2.9
2026-06-21T12:53:32.140798+00:00,E:\Juputer_Training\car-damage-severity\data\test\minor\0028.JPEG,minor,minor,0.5227076411247253,0.36821913719177246,0.10907325148582458,0.5227076411247253,4.3
2026-06-21T12:53:32.850725+00:00,E:\Juputer_Training\car-damage-severity\data\test\minor\0029.JPEG,minor,severe,0.36209359765052795,0.1676202267408371,0.47028622031211853,0.47028622031211853,6.1
2026-06-21T12:53:33.550959+00:00,E:\Juputer_Training\car-damage-severity\data\test\minor\0030.JPEG,minor,minor,0.8645568490028381,0.13401980698108673,0.0014233365654945374,0.8645568490028381,2.9
2026-06-21T12:53:34.262830+00:00,E:\Juputer_Training\car-damage-severity\data\test\minor\0031.JPEG,minor,minor,0.6918251514434814,0.29992949962615967,0.008245398290455341,0.6918251514434814,3.5
2026-06-21T12:53:34.962573+00:00,E:\Juputer_Training\car-damage-severity\data\test\minor\0032.JPEG,minor,minor,0.6929199695587158,0.28490737080574036,0.022172629833221436,0.6929199695587158,3.5
2026-06-21T12:53:35.700837+00:00,E:\Juputer_Training\car-damage-severity\data\test\minor\0033.JPEG,minor,moderate,0.4134006202220917,0.4904026985168457,0.0961967334151268,0.4904026985168457,4.6
2026-06-21T12:53:36.421227+00:00,E:\Juputer_Training\car-damage-severity\data\test\minor\0034.JPEG,minor,moderate,0.2706112861633301,0.5245234370231628,0.20486527681350708,0.5245234370231628,5.4
2026-06-21T12:53:37.141874+00:00,E:\Juputer_Training\car-damage-severity\data\test\minor\0035.JPEG,minor,minor,0.6656705737113953,0.3316664695739746,0.0026629858184605837,0.6656705737113953,3.5
2026-06-21T12:53:37.831025+00:00,E:\Juputer_Training\car-damage-severity\data\test\minor\0036.JPEG,minor,severe,0.3336705267429352,0.28757742047309875,0.3787520229816437,0.3787520229816437,5.8
2026-06-21T12:53:38.545338+00:00,E:\Juputer_Training\car-damage-severity\data\test\minor\0037.JPEG,minor,minor,0.788707971572876,0.20522485673427582,0.00606720894575119,0.788707971572876,3.2
2026-06-21T12:53:39.275853+00:00,E:\Juputer_Training\car-damage-severity\data\test\minor\0038.JPEG,minor,minor,0.7527676224708557,0.23969900608062744,0.007533298339694738,0.7527676224708557,3.3
2026-06-21T12:53:40.070714+00:00,E:\Juputer_Training\car-damage-severity\data\test\minor\0039.JPEG,minor,moderate,0.24261438846588135,0.5416049361228943,0.21578069031238556,0.5416049361228943,5.5
2026-06-21T12:53:40.908156+00:00,E:\Juputer_Training\car-damage-severity\data\test\minor\0040.JPEG,minor,minor,0.6637732982635498,0.32835623621940613,0.007870501838624477,0.6637732982635498,3.5
2026-06-21T12:53:41.642177+00:00,E:\Juputer_Training\car-damage-severity\data\test\minor\0041.JPEG,minor,minor,0.7056634426116943,0.2880196273326874,0.006316896062344313,0.7056634426116943,3.4
